NS_code,Nation_State,TARG_HPI_trend_coeff,TARG_HPI_mean,CWGI_Gov_Effect_trend_coeff,CWGI_Gov_Effect_mean,CWGI_Poli_Stable_trend_coeff,CWGI_Poli_Stabl_mean,CWGI_Reg_Quality_trend_coeff,CWGI_Reg_Quality_mean,CWGI_Rule_of_Law_trend_coeff,CWGI_Rule_of_Law_mean,EW_Banks_per_cap_trend_coeff,EW_Banks_per_cap_mean,EW_Firms_Fem_trend_coeff,EW_Firms_Fem_mean,EW_GINI_trend_coeff,EW_GINI_mean,EW_Startup_Time_trend_coeff,EW_Startup_Time_mean,PTI_CPI_trend_coeff,PTI_CPI_mean,PW_Women_Legis_coeff,PW_Women_Legis_mean,PWGI_Corruption_Ctrl_coeff,PWGI_Corruption_Ctrl_mean,PWGI_Voice_Acct_coeff,PWGI_Voice_Acct_mean
KGZ,Kyrgyzstan,-0.033462691,0.860465259,-0.010836146,-0.53769478,-0.016513683,-0.549005855,-0.003313088,-0.302127227,-0.008786716,-0.878867477,0.062301137,5.787546305,0.105292631,24.02695927,-0.525271385,39.38333333,-0.21819366,18.79166667,0.080842487,-0.925197965,0.525824468,7.724375,-0.019228589,-0.725688766,0.002989864,-0.811172186
LAO,Laos,0.067240533,0.622885892,-0.000135462,-0.710882794,-0.004837419,0.069331746,0.008462641,-1.187114231,0.004342892,-0.93850249,0.011494195,2.459057258,0.151784301,33.58670719,0.044443468,34.73753765,-0.181936604,130.7083333,0.027057881,-1.113524464,0.58913458,15.6951021,-0.015284431,-0.701546264,-0.020947757,-1.230149868
LVA,Latvia,-0.013043864,-0.977600153,0.018485578,0.413460705,0.002775118,0.467024899,0.002139587,0.993332462,0.022005599,0.308459578,-0.206532981,29.82421029,0.00363078,31.33541239,0.254832885,31.10010267,-0.140143291,14.70833333,0.000830355,-0.861108178,0.347101607,13.77083333,0.032636,-0.364845125,0.004867259,0.698334747
LBN,Lebanon,-0.044793822,-0.299879109,-0.008522407,-0.167557027,-0.024556271,-1.028690608,0.00813008,-0.323037898,-0.012699631,-0.386861487,-0.07396982,25.33739788,-0.448401376,24.72656999,0,31.8,-0.886940947,43.5625,-0.005231971,-0.500622877,0.108007783,1.695587521,-0.013093451,-0.602965082,-0.003989314,-0.354888052
LSO,Lesotho,0.031146566,-1.496724096,-0.007933109,-0.232481286,-0.005256744,0.043354056,-0.004082007,-0.435571267,-0.006566637,-0.075666411,0.024487012,2.715368448,0.224263073,23.72916667,-0.079205002,55.9604295,-2.72204733,107.8541667,-0.003084568,-0.885320171,0.520172601,10.60166667,0.01713326,-0.244633878,0.016748987,-0.325204372
LBY,Libya,-0.001421583,-0.153326833,-0.016134363,-1.046206342,-0.003342447,-0.943749566,0.001170907,-1.759748298,-0.004991347,-1.078750799,0.070532144,9.570753811,,,,,0,35,0.046040457,-0.718609213,0.230814155,7.07,-0.017137322,-0.959526621,-0.000460008,-1.457557885
LTU,Lithuania,0.012206619,-0.721353198,0.015532025,0.494999236,0.01134958,0.526475876,-0.002246812,1.116640329,0.012548529,0.500791452,-0.130215289,22.77311351,0.107108021,16.14466547,0.080373977,34.74583333,-0.338308728,22.77083333,0.047123986,0.005032156,0.100524316,18.33708333,0.01184092,0.085999269,-0.000897526,0.916883593
LUX,Luxembourg,-0.196037302,-1.039852039,-0.01082984,1.920811057,0.002851147,1.355478124,-0.000231894,1.711154658,0.004909648,1.750944954,-0.787700624,102.6942957,,,0.0657132,30.88125,-0.25640469,25.3125,-0.00377671,0.053080758,0.338347575,18.10614082,7.79361E-06,2.032900283,0.000360464,1.525329474
MKD,Macedonia,-0.025666844,-0.765868946,,,,,,,,,0.179490679,19.23413369,0.119815752,20.26860883,-0.130053191,41.53125,-1.112462006,47.70833333,-0.028113614,1.073225693,0.843578485,13.48895833,,,,
MDG,Madagascar,0.060451411,0.100454251,-0.012624976,-0.707812967,-0.017318126,-0.085221798,0.015265615,-0.801536484,-0.004011337,-0.545590609,0.018828861,1.305517467,0,28.2,-0.131587029,44.06263056,-1.483282675,49.95833333,0.009276234,-0.8419972,0.243978418,8.746777843,-0.021768813,-0.066127475,-0.00724434,-0.302643258
MWI,Malawi,0.082826793,-0.652837334,-0.003310261,-0.541787812,0.017723165,-0.301233211,-0.009806887,-0.401967012,0.006180386,-0.374074625,0.045753466,1.453473925,-0.024162844,15.36668264,-0.646553189,56.89796609,-0.161636995,41.04166667,-0.016986911,0.021129187,0.229208106,11.90048511,-0.012687735,-0.387190855,-0.000211949,-0.220353945
MYS,Malaysia,-0.061649234,0.531189028,0.011227701,0.904410103,-0.007523586,0.346882817,-0.00066217,0.650061986,-0.001540232,0.564135627,-0.085583457,13.09005389,0.315729416,11.81679215,-0.158191408,46.46353595,-0.539242293,31.6875,-0.014114315,-0.082783919,0.17612225,7.729331003,-0.005373221,0.428767953,-0.009779937,-0.210930569
MLI,Mali,-0.103779216,-1.427352586,0.00863614,-1.055546619,-0.037119111,-0.127697192,-3.2004E-05,-0.451329528,0.000447488,-0.492498404,0.058125849,3.03695225,-0.136144152,19.72703864,-0.489507512,43.77946133,-0.533163265,27.33333333,-0.007572661,-0.69663841,-0.074525619,11.30458333,-0.006129118,-0.520545288,0.001628226,-0.070482099
MLT,Malta,-0.067281253,0.495516375,0.002815852,1.026490645,-0.002099267,1.251138575,0.007796939,1.028445429,0.008239305,1.199163894,-0.076687155,38.3330901,,,0.0318769,28.34791667,-0.213471559,36.60416667,-0.011848842,-0.004473409,0.252394529,6.473494411,0.011165451,0.700633702,0.000808383,1.164779337
MRT,Mauritania,-0.086592249,-0.766702258,-0.022039196,-0.388963989,-0.025629918,-0.034280265,-0.001338291,-0.525931373,-0.012536424,-0.534657551,0.061517356,4.512361314,0,4.5,-0.29787008,40.34152252,-1.682262267,64.08333333,0.011482124,-0.584770191,0.570444537,8.018117114,-0.020737441,-0.253329928,-0.011865012,-0.709939559
MUS,Mauritius,-0.059826879,0.048025767,0.018549817,0.534714451,-0.007360001,0.945828031,0.026946092,0.334654533,0.002385013,0.899709568,0.050655913,18.74351558,,,0.059398284,36.31251331,-0.997693226,35.59375,0.039440578,-0.709700607,0.214965869,9.745616852,-0.002042239,0.521574167,0.001595568,0.857309287
MEX,Mexico,0.089209556,1.295574845,0.004215403,0.140557298,0.00969137,-0.776661745,-7.69644E-05,0.38106999,0.00828536,-0.633850341,0.085804678,12.04990308,0,14.6,-0.16748934,52.10720617,0,8.4,0.034267277,0.369369469,0.67859342,19.94996415,-0.001702003,-0.432453366,0.004268946,0.00306436
MDA,Moldova,0.129183827,0.294501883,-0.004730157,-0.46323367,-0.001477898,-0.158108225,-0.004086887,-0.075866517,-0.005630629,-0.28344914,0.125924183,31.51758663,0.0925849,21.50301591,-0.208505211,34.86458333,-0.874240122,32.35416667,0.016103355,-0.355615198,0.48192195,10.93520833,-0.016836379,-0.434780463,-0.002060438,-0.141455939
MNG,Mongolia,-0.233524358,-0.846403639,-0.001928005,-0.407486029,0.002540198,0.689210962,-0.002114005,-0.211798953,-0.008053572,-0.126789661,0.648388453,46.86732547,-0.014523121,36.25835044,-0.003743281,33.07183081,-0.258575771,21.08333333,0.025023083,-0.870439538,-0.404818166,16.82131868,-0.011762846,-0.280556201,-0.00488937,0.289767454
MAR,Morocco,-0.032077498,0.907740738,-0.002818874,-0.068670312,-0.003459227,-0.318081244,0.002686228,-0.143246522,-0.010890152,0.093623603,0.314172394,13.17098067,0,4.3,0.021217522,39.61356003,-0.670728398,27.05208333,0.007350303,-0.501920862,0.467339959,5.579365223,-0.018538344,0.081354003,-0.010281317,-0.487545587
MOZ,Mozambique,0.064195791,-0.844790884,-0.014834896,-0.338790196,0.002286771,-0.046860007,0.003792519,-0.472854903,0.003713805,-0.784294799,0.049826469,2.350688554,0,15.6,-0.085843406,51.84584378,-3.895950934,134.1041667,0.014465732,-0.840366126,0.675348583,25.5498452,-0.007433396,-0.443963729,0.005298839,-0.265015815
NAM,Namibia,0.012465951,-0.785099009,-0.012025374,0.334542607,-0.00277282,0.680592197,-0.008935872,0.26696089,-0.001028815,0.187213713,0.069846566,11.43797237,0,27.4,-0.08880065,62.35628089,-0.522036474,80.875,0.045980311,0.253984845,0.795947454,18.59558402,-0.013996984,0.510043877,-0.001507759,0.442796124
NPL,Nepal,-0.01970532,0.577273704,-0.012524703,-0.573284712,-0.033024676,-0.705011447,-0.005956904,-0.601052711,-0.016246128,-0.401827356,0.169858229,4.217482416,0.068984827,14.07283539,-0.008568905,35.89381132,-0.203837386,29.05208333,-0.00921289,0.924793356,0.613954823,12.469419,-0.018362502,-0.283491364,-0.013645403,-0.337146964
NLD,Netherlands,0.069980064,0.559544187,-0.00540447,1.950852118,-0.012226374,1.293644319,-0.000904402,1.806854399,0.006732615,1.728965791,-0.422570097,29.22601118,,,-0.039242293,29.375,-0.100358228,8,-0.012323171,0.723982209,0.500066949,29.51296205,-0.004368611,2.169489196,-0.000933962,1.594560956
NZL,New Zealand,0.105909713,0.275553798,-0.00311471,1.871222666,0.003703366,1.279353809,-0.003440553,1.902048266,0.003010769,1.858174919,-0.106619577,34.02629893,,,,,-0.269648285,9.125,0.002289552,-1.069711481,0.577618581,23.7545505,0.002391407,2.284023965,-0.003603845,1.646427435
NIC,Nicaragua,0.025141506,1.543872789,-0.000663655,-0.809915592,0.013197857,-0.435089675,0.000283061,-0.335760946,-0.003686661,-0.660949933,0.091699648,5.836315538,-0.076762128,31.58226647,-0.332367796,52.97314567,-0.564969605,41.22916667,0.010656139,-0.342752513,0.574634356,20.2537636,-0.009116339,-0.613682014,-0.00954266,-0.153789433
NER,Niger,-0.007345052,-1.412419016,0.015491093,-1.035745646,-0.026658412,-0.410328881,0.017513654,-0.895253155,0.010082313,-0.857452594,0.022753197,0.636664865,-0.010048001,11.20522331,-0.00594941,37.43228215,-0.525998697,30.4375,0.000722516,-0.998565255,0.223437372,7.209651773,0.012326231,-0.941514323,0.046161447,-1.180889562
NGA,Nigeria,0.039024819,-0.878169607,-0.003870507,-1.019526825,-0.025039328,-1.472868322,-0.000287939,-0.839532855,0.003374879,-1.231724739,0.013828063,4.874743305,0,13.9,0.109989939,42.33326108,-0.144935953,29.06458333,0.03224909,-0.578703575,0.073450934,4.337083333,-0.000827313,-1.156784106,0.02959332,-1.23548184
NOR,Norway,0.188512312,0.486430985,-0.005112396,1.96054042,-0.004896555,1.323622193,0.001137623,1.47032441,0.00268249,1.916200429,-0.093481988,11.19296525,,,-0.013390143,27.48958333,-0.342053843,14.125,0.018880828,-1.005184561,0.100499968,36.99644856,-0.003391928,2.224898894,0.001994331,1.616570877
OMN,Oman,-0.089039912,-0.254251232,-0.007193735,0.454588935,-0.003129665,0.782185251,0.020078679,0.195531357,-0.003667956,0.636707284,-0.096663563,20.20698357,,,,,-0.642808294,29.79791667,-0.010772742,0.137361524,-0.036460052,1.974583333,0.007719616,0.198072271,-0.014798374,-0.701435363
PAK,Pakistan,0.084708406,0.69012542,-0.002895042,-0.600901511,-0.0351871,-1.622367596,-0.00640934,-0.546949178,-0.004932648,-0.741748912,0.044795925,7.819552994,0,6,-0.035285538,32.26884548,-0.01864416,19.84375,-0.004681516,-0.774261501,0.328134317,13.59228473,0.008305579,-1.031678537,-0.00612786,-0.789384961
PSE,Palestine,0.036684942,0.840155239,0.01405853,-1.050291177,-0.006649242,-1.716659195,0.024063976,-0.687386376,-0.009792876,-0.233145028,0.069243894,9.470073679,0,1.2,0.005045301,34.09479936,-0.589882762,68.58333333,,,,,0.008163057,-0.84532065,0.006950821,-1.013978427
PAN,Panama,0.012326248,1.624540774,0.005238442,0.104310721,-0.00069451,0.050465201,-0.004599709,0.487115627,0.004219857,-0.202859713,0.029565779,21.75564295,0,23.5,0.023714944,53.43844586,-0.254559271,15.375,0.007059331,-0.006002048,0.225038817,10.46933915,0.00016422,-0.336016916,0.015308075,0.245976704
PRY,Paraguay,-0.111643604,0.280112298,0.001099585,-0.952264887,0.001838636,-0.623738317,-0.000810679,-0.440273217,-0.000877392,-0.868492341,0.123996711,5.406150996,-0.043069224,22.40005214,0.285937978,47.38546369,-0.915002171,61.95833333,,,0.217493092,7.568800515,-0.005383871,-0.977751239,-0.000461383,-0.239509356
PER,Peru,0.004791008,1.063512461,-0.007446847,-0.152501032,0.010902994,-0.962893409,-0.008417445,0.557227428,0.001272512,-0.636364653,0.080898793,5.068165638,0.078062969,14.82490549,-0.241131133,51.02916667,-1.485616587,84.625,0.003089145,-0.576971519,0.58269762,13.66752812,-0.008296877,-0.267908564,0.017818122,-0.288771953
PHL,Philippines,-0.031867253,1.259158752,0.008003227,-0.078559524,-0.019094238,-0.78536566,-0.009851435,0.124781386,-0.012806941,-0.19171003,0.003716269,8.207650477,-0.045718392,32.26251331,-0.062020175,47.02495628,-0.163319583,35.1875,-0.016846168,-0.529830855,0.456601427,14.75538408,-0.011329527,-0.339096753,-0.004710172,0.143853399
POL,Poland,0.036677551,-0.026257901,-0.003129604,0.70999672,0.00225043,0.713115061,0.00940868,0.757181764,0.000838334,0.662940902,0.120187721,27.98742628,-0.19061597,29.24084959,0.242000271,30.09893838,-0.640089014,55.85416667,,,0.318329832,17.19854981,-0.00190008,0.503026149,0.000462708,1.01625716
PRT,Portugal,0.039682863,-0.4267112,-0.003541516,1.107827409,-0.011111234,1.097443263,-0.012701218,1.135885094,-0.003962858,1.182154815,-0.394683824,62.80319119,,,-0.073377117,37.90625,-1.873670213,56.61458333,,,0.668425026,16.46970367,-0.017095295,1.297940312,-0.011821324,1.394269988
QAT,Qatar,-0.045728896,-1.71012938,0.011436432,0.583020831,0.026463416,0.588466722,0.017921554,0.149775646,0.024290858,0.411224196,-0.239567615,19.0347519,,,,,0.027518454,8.491666667,,,0.048834129,0.4075,0.036274024,0.413089338,-0.009220504,-0.634800755
ROU,Romania,0.061966087,-0.002717848,0.010860375,-0.380340773,-0.011579566,0.317243011,0.013267319,0.221614601,0.001677879,-0.023839654,-0.150541899,35.35725678,-0.083507949,23.88551506,0.39907983,29.81349886,-0.437092922,23.60416667,,,-0.627496446,22.08101815,0.000622003,-0.244398307,0.004671021,0.314405845
RUS,Russia,0.047425181,-1.073157993,0.007414162,-0.452433806,0.009768567,-1.112358876,-0.002613722,-0.321471307,0.002326588,-0.861243191,0.154783457,28.66221895,0.110287306,15.3875,-0.286874005,43.87708333,-0.038107903,12.85625,,,-0.074625633,13.48196299,0.003229625,-0.972434343,-0.018960146,-0.532636702
RWA,Rwanda,0.035806064,-0.954526629,0.032589341,-0.790329457,0.048281244,-1.388058173,0.040422388,-0.972883646,0.044803051,-1.178718596,0.127493067,1.750930752,0,19.7,0.512146863,39.67343058,-0.282186279,15.0625,,,1.196393291,31.67604167,0.041132728,-0.454987232,0.010937874,-1.42254602
SAU,Saudi Arabia,0.001753809,0.548274584,0.008451061,-0.172385454,-0.000993725,-0.256948096,0.005816343,-0.07659526,-0.000928306,0.216580682,0.004929451,8.168823628,,,,,-1.507180851,64.69791667,,,0.309915871,2.901458333,0.018560251,-0.401346148,-0.009927327,-1.535385449
SEN,Senegal,-0.058983018,-0.534003102,-0.011988829,-0.130459314,0.015962238,-0.530390872,-0.000449244,-0.211110854,0.001714114,-0.192368095,0.07125709,2.764408977,0,14.1,-0.427947046,46.44066581,-1.181393834,44.45833333,,,0.625246316,19.21709637,0.001313702,-0.203392882,0.001984861,0.022979436
SLE,Sierra Leone,-0.024022896,-1.458605905,0.007253871,-1.37544971,0.04527842,-1.272683237,0.022862764,-1.320211371,0.015448705,-1.286428785,0.035938905,1.511037158,0.126317724,8.291478439,-0.147565841,38.58537246,-0.363927486,22.22916667,,,0.117523882,10.37666667,-0.004717143,-0.8393771,0.009674587,-0.620021115
SGP,Singapore,-0.000493799,-0.164542273,0.002341946,2.125069676,0.004067609,1.105039274,-0.006623118,2.135080145,0.01484156,1.452650369,-0.059750803,11.10343371,,,,,-0.140686062,6.458333333,,,0.521276583,11.28333496,9.7976E-05,2.187506712,-0.009412592,0.077840979
SVK,Slovakia,0.064630851,-0.127601341,0.007933047,0.669140796,0.005119093,0.863207943,0.013421923,0.698021662,0.00970399,0.279515875,0.04134247,25.6845176,-0.105292631,18.77304073,0.025692636,26.18440281,-2.318877551,85.8125,,,0.11585432,16.04791667,-0.005603757,0.280224312,0.009533075,0.762308177
SVN,Slovenia,-0.046745736,-0.050632241,0.003546546,0.923802161,-0.00953908,1.085625819,-0.00974499,0.908814998,-0.002207236,1.018506325,-0.186048088,39.1891891,0.052646315,16.41347964,-0.122449693,27.3625,-1.271683673,48.01041667,,,0.528410384,13.54952063,-0.016024338,1.101158581,-0.00972621,1.189562811
ZAF,South Africa,-0.031418779,-1.331151321,-0.014105487,0.695060742,0.010976665,-0.291487302,0.002416701,0.387646695,0.004280379,0.047706722,0.130948171,6.167231732,,,0.111213638,60.74682152,-0.289025185,52.89583333,,,1.13832621,20.31651325,-0.021723212,0.500374877,-0.00693786,0.76082787
ESP,Spain,0.122252311,0.394799348,-0.013565066,1.474742659,-0.001900619,0.128054744,-0.004771822,1.116984114,-0.010560392,1.264626158,-0.563532841,92.38382183,,,0.101313504,32.90833333,-2.911528441,105.8125,0.000227288,-0.723389325,0.705673779,24.73171042,-0.006069681,1.028459653,-0.007881412,1.235963665
LKA,Sri Lanka,-0.057195717,1.111014595,0.005696254,-0.204573264,0.033028264,-1.41740522,-0.005864363,0.017045133,-0.007018533,0.10066303,0.220789955,11.13425761,1.26374E-14,8.8,0.210779323,35.96363477,-0.951313504,46.0625,0.018321944,-1.196193517,0.017316759,5.115201815,-0.006151477,-0.179727792,-0.005083452,-0.413258424
SDN,Sudan,0.084598775,-0.865118383,-0.009995154,-1.228564949,0.006136803,-2.39480116,-0.000141126,-1.360602064,0.011660237,-1.493257578,0.012876896,2.680273683,0,3.4,0,35.4,-0.054168476,37.95833333,,,0.560471842,11.68116636,-0.002498357,-1.272109438,0.005149999,-1.80348913
SUR,Suriname,-0.126376293,0.53048642,0.020811074,-0.504040057,-0.004551249,0.276214912,0.001200359,-0.607239703,0.005946536,-0.288023239,0.015699373,10.7486379,-0.038445119,14.64481377,0,57.6,-9.567194963,607.5416667,,,0.399067892,13.97401086,-0.007723037,-0.153539976,0.022988505,-0.008907631
SWZ,Swaziland,0.056217221,-1.782656845,,,,,,,,,0.014280667,6.4209264,0,27.4,-0.27168412,56.53121482,-0.494002388,55.36458333,,,0.160608382,5.723966481,,,,
SWE,Sweden,0.048001791,0.173267496,-0.002200225,1.949619701,-0.007081167,1.295244345,0.012737462,1.470351137,0.005524286,1.827273988,-0.099957412,22.65231119,0,12.5,0.082669344,26.19791667,-0.10252931,15.08333333,,,0.207510025,41.48913408,-0.003075207,2.272886422,0.002060057,1.576052528
CHE,Switzerland,0.064596107,0.723958358,0.003569623,1.961238539,-0.003118029,1.341711149,0.006546992,1.602543751,9.57431E-05,1.903420218,-0.282557902,54.54506128,,,-0.035111811,33.53958333,-0.165002171,18.33333333,0.012472302,-0.785674867,0.473703671,20.80196927,0.001552068,2.125333992,0.004317316,1.496079633
SYR,Syria,-0.113354492,0.070879328,-0.01543865,-0.841353735,-0.042207918,-0.78613064,-0.006419808,-1.260283314,-0.018575603,-0.572978848,0.042066267,2.966908445,0,22.8,-5.05494E-14,35.8,-0.677323057,36.27083333,,,0.097459886,10.47499348,-0.013904065,-0.911414856,-0.012361987,-1.490726342
TJK,Tajikistan,-0.027387788,0.963626929,0.016964355,-1.256622943,0.040527329,-1.719107701,0.014359426,-1.318468498,0.018478082,-1.449782605,0.030716564,5.210323159,-0.041673642,11.3875,0.103836998,30.78958427,-1.413482414,64.375,,,0.457845745,8.742708333,0.010319928,-1.240493334,0.008612481,-1.515628683
TZA,Tanzania,0.033018875,-1.128669733,0.004751579,-0.631333899,0.010277981,-0.576187122,0.001250473,-0.408914144,-0.005155529,-0.323181258,0.026388498,1.448664028,0,14,0.091262977,36.75318141,-0.162776813,34.25,,,0.479361902,23.09158259,0.010107544,-0.885052175,0.016428973,-0.526307168
THA,Thailand,0.05044415,1.122311567,0.000811849,0.27833926,-0.040826963,-0.092840761,0.001374884,0.236444663,-0.019279084,0.307090101,0.097944897,8.808887721,0,64.8,-0.201328117,42.45929093,-0.265197568,32.625,,,0.226916336,6.202037707,-0.003993117,-0.238921804,-0.027140611,0.045943909
TGO,Togo,-0.117520156,-1.352770499,-0.016711126,-1.051284905,0.006444766,-0.421089261,-0.013592785,-0.583069797,-0.004276022,-0.816635628,0.08926707,2.12499928,-0.056833792,14.56041667,0.041267773,42.67810432,-1.117129831,63.02083333,,,0.247210194,7.379856847,-0.005372266,-0.818694982,0.003026592,-1.086134044
TTO,Trinidad and Tobago,-0.272533892,-0.262980157,0.010308144,0.128983559,-0.003001531,0.123934732,-0.006493145,0.537557258,-0.017243812,0.230730542,-0.000546151,12.59460346,0,20.8,-0.067972343,41.18640914,-1.281127877,60.42708333,,,0.318380203,19.40738292,-0.042894913,0.424457458,-0.004555097,0.593013891
TUN,Tunisia,-0.143227629,0.746456021,-0.009293938,0.336161861,-0.019783438,-0.031901864,-0.006676557,-0.062411228,0.004795665,-0.125382843,0.175479438,13.57517019,0,8.5,-0.249511679,39.68754792,-0.019973947,12.83333333,,,0.699570432,13.08412756,0.004844962,-0.127074393,-0.000288156,-0.52782799
TUR,Turkey,0.022467617,0.101392638,0.009385976,0.091204343,0.008743856,-1.128467346,0.003650459,0.277743376,0.006904362,-0.075631025,0.123230664,14.29107906,-0.132597952,11.0875,-0.076354217,41.99062429,-0.837494572,30.02083333,,,0.329193041,5.165607075,0.004727197,-0.193270917,-0.001338753,-0.23854539
TKM,Turkmenistan,0.003728703,-1.121301075,-0.000186908,-1.246394037,-0.007145299,0.239207264,-0.017691775,-1.753355755,-0.000736446,-1.369400376,,,,,-5.05494E-14,40.8,,,,,-0.137196926,23.14609479,-0.025455802,-0.83720397,-0.018769415,-1.746649108
UGA,Uganda,0.023065544,-1.110238193,0.008520263,-0.596017594,0.01843314,-1.377760038,-0.013852909,0.041374955,0.006605126,-0.564515871,0.03693268,1.542988213,0,15.4,-0.045170597,43.19487078,-0.245332175,33.33333333,,,0.608479909,20.46782053,-0.011658669,-0.758712697,0.01177319,-0.806736117
UKR,Ukraine,0.150519461,-0.665847671,0.004942907,-0.66258708,-0.022198276,-0.47356851,-0.00832966,-0.438701765,0.003947688,-0.896533806,-0.059671758,3.128348896,-0.172377338,26.19375,-0.114138022,29.04577441,-0.62592271,34.45833333,,,0.204982089,6.234791667,0.002212512,-1.000210627,0.010585633,-0.375090334
ARE,United Arab Emirates,0.00639704,-1.182080572,0.016814694,0.818864332,-0.000594483,0.853192374,0.001764777,0.744838836,-0.002553545,0.648191706,-0.085473218,14.12374219,,,,,-0.236913808,16.86041667,0.02550571,1.510466256,0.524451802,5.78125,0.037032512,0.395619164,-0.016554349,-0.6408442
GBR,United Kingdom,0.099285325,0.305554753,-0.007565306,1.79308068,-0.014960799,0.720112656,-0.007687239,1.912135493,0.005515417,1.658314021,-0.104419493,27.86019807,,,-0.064660226,35.29375,-0.106165871,11,-0.022194345,1.654095628,0.563136557,14.64980609,-0.011358309,1.994564102,0.000881697,1.30584431
USA,United States of America,0.045117298,-0.869460304,-0.005494345,1.65929233,-0.010781819,0.704667607,-0.00626495,1.533694472,0.004268712,1.50639677,0.012426213,32.9418356,,,0.170446829,38.74061573,-0.011778116,6.095833333,,,0.352337042,11.66344859,-0.005493401,1.519779645,-0.00774167,1.276639511
URY,Uruguay,0.080714978,0.286511523,-0.00042354,0.49438998,0.011212091,0.676178998,-0.012428849,0.674359014,0.005437804,0.502856845,-0.01820042,12.70392796,-0.118440367,18.3001434,-0.040633267,43.21664536,-0.683212115,38.44791667,,,0.280885928,9.698317038,0.015576557,0.893297392,0.009436029,0.884807409
UZB,Uzbekistan,-0.026633685,0.487398124,0.010573632,-1.034567851,0.000194519,-0.796396289,0.006621063,-1.798316262,-0.003009353,-1.149507901,-0.004290281,39.28996266,0.037885129,11.775,-0.289029164,40.64683083,-0.49104429,22.85416667,,,0.352328485,10.35208333,-0.001369884,-1.074940248,-0.013114565,-1.70052331
VUT,Vanuatu,-0.03408664,2.112737254,-0.000747544,-0.462011254,0.000193214,0.974756232,-0.001150535,-0.495699585,0.013052466,-0.052158919,0.023263877,19.83980512,,,0,37.6,-0.397959184,43.25,,,-0.093353252,2.733333333,0.017623469,-0.065078592,-0.002195516,0.677470175
VEN,Venezuela,-0.010062512,1.16806726,-0.012662178,-0.873965889,-0.012249441,-0.811439287,-0.041645826,-0.682002015,-0.024358861,-1.156840841,0.019937758,16.00940504,0,31.1,-0.211449728,49.93564472,0.914405124,151.0208333,,,0.226841357,12.17426768,-0.009325704,-0.999957501,-0.019426944,-0.475484071
VNM,Vietnam,0.023347062,1.858957649,0.008617244,-0.36649669,-0.008905462,0.298387363,-0.002456343,-0.571836742,0.000417199,-0.402248093,0.007911308,3.33990002,-0.065311989,25.77501902,0.007274905,35.86667948,-0.869626574,51.41666667,,,0.251892094,22.22319482,-0.004119603,-0.497075051,-0.009784645,-1.227479531
YEM,Yemen,-0.156182974,0.27154754,-0.018298662,-0.805395857,-0.024909841,-1.648067152,-0.010179931,-0.583154381,0.005278415,-1.285005736,-0.000623432,1.735966698,0.025996295,0.349971487,0.031797529,35.3041462,-0.958260964,61.4375,,,-0.119013017,2.127732575,-0.027431555,-0.703491146,-0.018052197,-0.90616237
ZMB,Zambia,0.135925518,-0.840580377,0.013881494,-0.887371073,0.015434475,-0.019937724,-0.002305246,-0.44069116,0.008397776,-0.542176529,0.028814744,3.33350275,0,23.8,-0.163615669,56.00850436,-0.565566652,30.16666667,,,0.235433526,9.922032818,0.016058556,-0.830907178,0.005641525,-0.344882329
ZWE,Zimbabwe,0.186163037,-1.428003495,-0.030171105,-0.636296467,-0.010927109,-0.751132001,-0.029047531,-1.371341755,-0.023115313,-1.14365234,0.107179425,4.072048735,-0.014927393,17.26248745,5.05494E-14,43.2,-1.515468954,115.2708333,,,0.369917427,15.09681471,-0.033391412,-0.711929497,-0.023549066,-0.958650272
IRQ,Iraq,0.026394189,0.162840537,0.020479407,-1.709067665,-0.015328809,-2.041741745,0.02195034,-1.767216406,-0.000190304,-1.528318554,0.031804437,3.741055209,-3.15934E-15,2.3,0.019092306,28.79687928,-0.030178029,30.20833333,-0.005914636,-0.383332748,0.389728495,14.69952741,0.005517796,-1.456260372,0.02114377,-1.706947438
SRB,Serbia,-0.008604775,0.234386503,0.02559713,-0.609357979,0.028254951,-0.875804726,0.019883113,-0.530048748,0.027268864,-0.970418084,0.30963414,26.25628383,-0.029046243,15.61670089,-0.003538862,39.76666667,-1.182995007,42.71875,,,0.459897416,16.709375,0.022016353,-0.767841771,0.045605518,-0.714953113
AFG,Afghanistan,-0.023270709,-0.664633183,0.025988461,-1.917495823,0.002966282,-2.496140569,0.023173012,-1.858583174,0.001924331,-1.744073174,0.043772668,0.841284859,0.072263626,1.40837135,,,-0.016771602,9.354166667,0.005244499,-1.233042923,0.71850562,14.61984939,0.01241795,-1.694946223,0.019028191,-1.665424288
LBR,Liberia,0.019032514,-0.728060404,0.015683238,-1.678618191,0.051715081,-1.914439835,0.027170602,-1.673141377,0.036338734,-1.789703063,0.06403023,1.503787832,-0.136365725,28.61374487,-0.039869192,36.078125,-1.331578376,54.97916667,0.017682006,-0.017746117,0.102638406,8.988125,0.029862683,-1.354471418,0.033110529,-1.075386826
